title,UPC,star_rating,price,in_stock,stock_count,link
Under the Tuscan Sun,a94350ee74deaa07,3,37.33,True,7,https://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html
Toddlers Are A**holes: It's Not Your Fault,4242cc3d0437db12,1,25.55,True,7,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,4a0b78598b42897a,1,34.72,True,7,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html
The Whale,0ff9d10864db8364,4,35.96,True,7,https://books.toscrape.com/catalogue/the-whale_501/index.html
The Story of Art,9147c5251cc99eb1,4,41.14,True,7,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html
The Origin of Species,0345872b14f9e774,4,10.01,True,7,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html
The Great Gatsby,a8dbf1c6b41b885a,4,36.05,True,7,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html
The Good Girl,f935412970c9f58f,3,49.03,True,7,https://books.toscrape.com/catalogue/the-good-girl_497/index.html
The Glass Castle,47f4fd3e8e1dac05,1,16.24,True,7,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,57f85720e54d6442,1,39.55,True,7,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html
The Drowning Girls,7a10353c9c54cf7c,3,35.67,True,7,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html
The Constant Princess (The Tudor Court #1),24933c712f0bca2f,3,16.62,True,7,https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html
The Bourne Identity (Jason Bourne #1),d250657f0ebc5d73,4,42.78,True,7,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),20789fb17b423c4c,5,52.3,True,7,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html
The Art Book,4b8fa561a1e52d1c,2,32.34,True,7,https://books.toscrape.com/catalogue/the-art-book_490/index.html
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,5fbd03b1ac0a0e69,4,33.17,True,7,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html
Team of Rivals: The Political Genius of Abraham Lincoln,ba047a636b7d3793,5,20.12,True,7,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,8776181be110838a,2,20.9,True,7,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html
"Sit, Stay, Love",bd087cf6a846db75,3,20.9,True,7,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html
Sister Dear,7ffebdd1d5148aef,4,40.2,True,7,https://books.toscrape.com/catalogue/sister-dear_485/index.html
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",9639e89d20228e6e,3,52.87,True,7,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html
"Rich Dad, Poor Dad",8486f61aa81a3daa,1,51.74,True,7,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html
Raymie Nightingale,31c56c4d0fe19340,2,34.41,True,7,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html
Playing from the Heart,68008abf6409dfde,1,32.38,True,7,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html
Nightstruck: A Novel,746029796363aa51,4,50.35,True,7,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",924438fc6cbec836,5,11.38,True,7,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html
Meternity,725cd8d23d78cdca,3,43.58,True,7,https://books.toscrape.com/catalogue/meternity_478/index.html
Memoirs of a Geisha,dac4b5847454fd9b,3,49.67,True,7,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html
Like Never Before (Walker Family #2),b6670507e85b30e6,2,28.77,True,7,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html
Life of Pi,40cdcbb7692fd408,4,13.22,True,7,https://books.toscrape.com/catalogue/life-of-pi_475/index.html
Leave This Song Behind: Teen Poetry at Its Best,b74ee891e2a6dd69,5,51.17,True,7,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html
King's Folly (The Kinsman Chronicles #1),4c82371b8cd02d4d,5,39.61,True,7,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html
John Adams,68407606544d6f22,4,57.43,True,7,https://books.toscrape.com/catalogue/john-adams_472/index.html
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),2a9fcb3382d351c8,4,46.01,True,7,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,eff5710404e2ff78,2,28.25,True,7,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html
Good in Bed (Cannie Shapiro #1),c00bc29a678a6efb,5,37.05,True,7,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html
"Fruits Basket, Vol. 7 (Fruits Basket #7)",de6d7645f192d517,1,19.57,True,7,https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html
For the Love: Fighting for Grace in a World of Impossible Standards,2e40333991f56f45,3,45.13,True,7,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html
Finding God in the Ruins: How God Redeems Pain,4e78f06160b717ac,2,46.64,True,7,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html
Every Heart a Doorway (Every Heart A Doorway #1),4fa75fc6829431ca,5,12.16,True,7,https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html
Delivering the Truth (Quaker Midwife Mystery #1),4e980425468708da,4,20.89,True,7,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html
Counted With the Stars (Out from Egypt #1),4807043b8218e9ce,5,17.97,True,7,https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html
"Chronicles, Vol. 1",4781b6bfd6f7a2c5,2,52.6,True,7,https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,a322361a37a78d3d,1,25.77,True,7,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html
Benjamin Franklin: An American Life,5b546a46a86a9d8c,3,48.19,True,7,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",6b52904b2ab91bf6,5,29.93,True,7,https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html
A Summer In Europe,cc1936a9f4e93477,2,44.34,True,7,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html
A Short History of Nearly Everything,6c7fa6844380f50a,5,52.4,True,7,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html
A Gathering of Shadows (Shades of Magic #2),d1378a0ad06ff979,4,44.81,True,7,https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html
The Sound Of Love,5ba3d703d1ae0c1d,5,57.84,True,6,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html
The Rise and Fall of the Third Reich: A History of Nazi Germany,774fa432bd7d9c47,2,39.67,True,6,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html
The Perks of Being a Wallflower,fd364afd082f5446,3,55.02,True,6,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html
The Mysterious Affair at Styles (Hercule Poirot #1),2da5edf8b5776c9a,4,24.8,True,6,https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,60376aa71be66083,4,59.45,True,6,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html
The Makings of a Fatherless Child,2efa5a839e62b1bd,2,31.58,True,6,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html
The Joy of Cooking,d326e189b1210916,4,43.27,True,6,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html
The Invention of Wings,e6635f5b0a2c78db,1,37.34,True,6,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html
The Hobbit (Middle-Earth Universe),72b5355dda190b6a,5,17.8,True,6,https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html
The Great Railway Bazaar,48736df57e7bec9f,1,30.54,True,6,https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html
The Golden Compass (His Dark Materials #1),d33824cb93ecab6f,1,18.77,True,6,https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html
The God Delusion,2bc80eba94950873,3,46.85,True,6,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html
The Girl You Left Behind (The Girl You Left Behind #1),eb7459e0c570251d,1,15.79,True,6,https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html
The Fellowship of the Ring (The Lord of the Rings #1),cb17945cb90b7837,2,10.27,True,6,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),3d250ab0f12be445,5,15.42,True,6,https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html
The Barefoot Contessa Cookbook,6478ccb4416e6a5d,5,59.92,True,6,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html
Tell the Wolves I'm Home,2a1b3d967cda1da2,2,50.96,True,6,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,8d8e9f9b8730eb25,3,30.6,True,6,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html
Pride and Prejudice,720c36b2bee4692e,4,19.27,True,6,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html
Musicophilia: Tales of Music and the Brain,6d235933670503d9,1,46.58,True,6,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html
Mere Christianity,f38f37ed934d84b2,3,48.51,True,6,https://books.toscrape.com/catalogue/mere-christianity_435/index.html
Me Before You (Me Before You #1),7a2b51f69e81c722,1,19.02,True,6,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html
In the Woods (Dublin Murder Squad #1),6958de044cb28a84,2,38.38,True,6,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html
In Cold Blood,fe0f34ebed689381,4,49.98,True,6,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html
How to Stop Worrying and Start Living,e792c0969cefe1b8,5,46.49,True,6,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html
Give It Back,012170e4fc87ace0,2,18.32,True,6,https://books.toscrape.com/catalogue/give-it-back_430/index.html
"Girl, Interrupted",384c7d41d5ffe9d1,3,42.14,True,6,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html
Fun Home: A Family Tragicomic,56a34d0cec11d6b0,4,56.59,True,6,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html
"Fruits Basket, Vol. 6 (Fruits Basket #6)",97258f576d4bb672,4,20.96,True,6,https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html
Deception Point,4e3b183180e2a992,4,40.32,True,6,https://books.toscrape.com/catalogue/deception-point_426/index.html
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",6e06d0f00f6da20f,3,36.39,True,6,https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html
Catherine the Great: Portrait of a Woman,f3c70d296ec796c4,4,58.55,True,6,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html
Better Homes and Gardens New Cook Book,faf841f81c52638b,3,39.61,True,6,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html
An Unquiet Mind: A Memoir of Moods and Madness,46cb43c2ab133ccc,3,21.3,True,6,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html
A Year in Provence (Provence #1),9e60929f521fa280,4,56.88,True,6,https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html
World Without End (The Pillars of the Earth #2),2e5b4ff08a75fd02,4,32.97,True,5,https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",e75f3ae1da1cc652,4,47.31,True,5,https://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,759ee7d059b1beb8,2,48.67,True,5,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html
Where She Went (If I Stay #2),60369d96b7b80869,4,41.73,True,5,https://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,163d89116179c33f,4,53.68,True,5,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html
Two Summers,3a7d54a264d9f33e,1,14.64,True,5,https://books.toscrape.com/catalogue/two-summers_415/index.html
This Is Your Brain on Music: The Science of a Human Obsession,bc209a900101f28d,1,38.4,True,5,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html
The Secret Garden,abbb492978ff656d,4,15.08,True,5,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html
The Raven King (The Raven Cycle #4),2e4fc5eacceec12c,2,30.57,True,5,https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html
The Raven Boys (The Raven Cycle #1),e0b3a679b83caccc,4,57.74,True,5,https://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html
The Power Greens Cookbook: 140 Delicious Superfood Recipes,f701fae56b645ef7,5,11.05,True,5,https://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html
The Metamorphosis,93379e3a2072a01b,1,28.58,True,5,https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,0d210d2448c3018f,5,42.91,True,5,https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html
The Little Paris Bookshop,dfd9ff1f343cdaff,3,24.73,True,5,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html
The Hiding Place,c4589ee5977a47be,4,55.91,True,5,https://books.toscrape.com/catalogue/the-hiding-place_406/index.html
The Grand Design,3213b1f13f5f0f7c,3,13.76,True,5,https://books.toscrape.com/catalogue/the-grand-design_405/index.html
The Firm,ad84f18659e6bfe2,3,45.56,True,5,https://books.toscrape.com/catalogue/the-firm_404/index.html
The Fault in Our Stars,3661360c99719414,1,47.22,True,5,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html
The False Prince (The Ascendance Trilogy #1),a2a9f76339d21ab1,5,56.0,True,5,https://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html
The Expatriates,fe7210553d56c097,2,44.58,True,5,https://books.toscrape.com/catalogue/the-expatriates_401/index.html
The Dream Thieves (The Raven Cycle #2),fec06f52054ea900,1,34.5,True,5,https://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html
The Darkest Corners,c4182bdb53e2459a,5,11.33,True,5,https://books.toscrape.com/catalogue/the-darkest-corners_399/index.html
The Crossover,b228042c088b1913,4,38.77,True,5,https://books.toscrape.com/catalogue/the-crossover_398/index.html
The 5th Wave (The 5th Wave #1),b716233fcb6877e6,2,11.83,True,5,https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html
Tell the Wind and Fire,84126312e2431a09,3,45.51,True,5,https://books.toscrape.com/catalogue/tell-the-wind-and-fire_396/index.html
Tell Me Three Things,50d5a7b861ed1c54,1,41.81,True,5,https://books.toscrape.com/catalogue/tell-me-three-things_395/index.html
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,1dba84766a5e87b8,4,25.15,True,5,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html
Siddhartha,84bb29c53592ac40,5,34.22,True,5,https://books.toscrape.com/catalogue/siddhartha_393/index.html
Shiver (The Wolves of Mercy Falls #1),59a8ae019b64f2a7,5,16.23,True,5,https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html
Remember Me?,2973d38c2fbd7a5c,3,11.48,True,5,https://books.toscrape.com/catalogue/remember-me_391/index.html
Red Dragon (Hannibal Lecter #1),e958ae92f328c181,3,23.37,True,5,https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html
Peak: Secrets from the New Science of Expertise,6036239d2ab349b7,2,16.28,True,5,https://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html
My Mother Was Nuts,a4ce39a3720cd679,4,31.63,True,5,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,12a90b90283b2e6d,5,24.91,True,5,https://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html
Maybe Something Beautiful: How Art Transformed a Neighborhood,81c68492ccd72941,1,22.54,True,5,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html
Lola and the Boy Next Door (Anna and the French Kiss #2),5e1a88d248599768,4,23.63,True,5,https://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html
Logan Kade (Fallen Crest High #5.5),7093cf549cd2e7de,2,13.12,True,5,https://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/index.html
Last One Home (New Beginnings #1),07e6810fd3236bda,3,59.98,True,5,https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html
Killing Floor (Jack Reacher #1),8dde2ff3f6fcc0a3,4,31.49,True,5,https://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html
Kill the Boy Band,44f545727e704187,5,15.52,True,5,https://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html
Isla and the Happily Ever After (Anna and the French Kiss #3),45045146dbf7b009,5,48.13,True,5,https://books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html
If I Stay (If I Stay #1),7284d85428305f5a,5,38.13,True,5,https://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/index.html
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),d219d4e325e6f204,2,36.55,True,5,https://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html
Harry Potter and the Deathly Hallows (Harry Potter #7),6c49258724f11770,1,23.32,True,5,https://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html
"Fruits Basket, Vol. 5 (Fruits Basket #5)",3fd83dcf37bf1bc0,1,16.33,True,5,https://books.toscrape.com/catalogue/fruits-basket-vol-5-fruits-basket-5_376/index.html
Foundation (Foundation (Publication Order) #1),3fc124f59f3068e4,1,32.42,True,5,https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html
Fool Me Once,630e766f0a1987dd,1,16.96,True,5,https://books.toscrape.com/catalogue/fool-me-once_374/index.html
Find Her (Detective D.D. Warren #8),b28c7d07afa7063b,1,22.37,True,5,https://books.toscrape.com/catalogue/find-her-detective-dd-warren-8_373/index.html
Evicted: Poverty and Profit in the American City,75cc85cdbe9ad46b,1,42.27,True,5,https://books.toscrape.com/catalogue/evicted-poverty-and-profit-in-the-american-city_372/index.html
Drama,d5ad4c92d8bf26c9,2,38.7,True,5,https://books.toscrape.com/catalogue/drama_371/index.html
Dracula the Un-Dead,e46b1074b99ac4b6,5,35.63,True,5,https://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html
Digital Fortress,94bb629a3f6dd00b,5,58.0,True,5,https://books.toscrape.com/catalogue/digital-fortress_369/index.html
"Death Note, Vol. 5: Whiteout (Death Note #5)",1c0a38899c82b60a,1,52.41,True,5,https://books.toscrape.com/catalogue/death-note-vol-5-whiteout-death-note-5_368/index.html
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",bcf567421c581f0a,3,32.35,True,5,https://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html
Critique of Pure Reason,429b4a811bef386c,1,20.75,True,5,https://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html
Booked,b54d7416bb445989,5,17.49,True,5,https://books.toscrape.com/catalogue/booked_365/index.html
"Blue Lily, Lily Blue (The Raven Cycle #3)",ad5e078beceaeb4a,5,34.13,True,5,https://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/index.html
Approval Junkie: Adventures in Caring Too Much,612369a5947a012e,5,58.81,True,5,https://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html
An Abundance of Katherines,f36d24c309e87e5b,5,10.0,True,5,https://books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html
America's War for the Greater Middle East: A Military History,add33db6ff80db24,2,51.22,True,5,https://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html
Alight (The Generations Trilogy #2),d9290e99f189ce84,4,58.59,True,5,https://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html
A Girl's Guide to Moving On (New Beginnings #2),cf3b86489890b9f2,1,31.3,True,5,https://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html
A Game of Thrones (A Song of Ice and Fire #1),03cbb67c0f990d87,2,46.42,True,5,https://books.toscrape.com/catalogue/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html
A Feast for Crows (A Song of Ice and Fire #4),f2c8f4b4c94d5c5c,4,17.21,True,5,https://books.toscrape.com/catalogue/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html
A Clash of Kings (A Song of Ice and Fire #2),89a89e76f3516357,3,10.79,True,5,https://books.toscrape.com/catalogue/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html
Vogue Colors A to Z: A Fashion Coloring Book,a8f4577a48023344,4,52.35,True,4,https://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html
The Shining (The Shining #1),d4de23aa98acc65b,3,27.88,True,4,https://books.toscrape.com/catalogue/the-shining-the-shining-1_354/index.html
The Pilgrim's Progress,6053ddf69c967d5f,2,50.26,True,4,https://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html
The Perfect Play (Play by Play #1),9cc207168a03470d,3,59.99,True,4,https://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html
The Passion of Dolssa,011674f4a3834b8d,5,28.32,True,4,https://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,6a57286a8890d8c5,3,38.71,True,4,https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html
The Hunger Games (The Hunger Games #1),6d2f70d9424f41a1,5,29.85,True,4,https://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html
The Hound of the Baskervilles (Sherlock Holmes #5),6587f46697fc4443,2,14.82,True,4,https://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html
The Gunning of America: Business and the Making of American Gun Culture,45033bdf3d9ed158,4,16.81,True,4,https://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,c65ee14957c0fa5c,2,28.23,True,4,https://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html
The Demonists (Demonist #1),ff2dffba388d9922,2,52.11,True,4,https://books.toscrape.com/catalogue/the-demonists-demonist-1_345/index.html
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",df53c2948b32bde3,2,27.88,True,4,https://books.toscrape.com/catalogue/the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),9c4d061c1e2fe6bf,3,59.71,True,4,https://books.toscrape.com/catalogue/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html
The Beast (Black Dagger Brotherhood #14),8930013d06942df1,5,46.08,True,4,https://books.toscrape.com/catalogue/the-beast-black-dagger-brotherhood-14_342/index.html
Some Women,31f5bbf4974d29c9,5,13.73,True,4,https://books.toscrape.com/catalogue/some-women_341/index.html
Shopaholic Ties the Knot (Shopaholic #3),38199c5d7da0c0ef,5,48.39,True,4,https://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html
Paper and Fire (The Great Library #2),ae884ac655d6ee3e,5,49.45,True,4,https://books.toscrape.com/catalogue/paper-and-fire-the-great-library-2_339/index.html
Outlander (Outlander #1),5de4baa88061a77a,5,19.67,True,4,https://books.toscrape.com/catalogue/outlander-outlander-1_338/index.html
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",2ba5ccc84d35006c,3,12.36,True,4,https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html
No One Here Gets Out Alive,3a95f5a2df4ff921,5,20.02,True,4,https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html
Night Shift (Night Shift #1-20),869d20b3b8128230,4,12.75,True,4,https://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html
Needful Things,70b585c9d0f15725,4,47.51,True,4,https://books.toscrape.com/catalogue/needful-things_334/index.html
Mockingjay (The Hunger Games #3),5212c6acea3359e5,4,20.44,True,4,https://books.toscrape.com/catalogue/mockingjay-the-hunger-games-3_333/index.html
Misery,81d4191030b9704b,2,34.79,True,4,https://books.toscrape.com/catalogue/misery_332/index.html
